AÑO,MUNICIPIO,DEPARTAMENTO,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2022,Somondoco,Boyacá,Boyacá (ETC),381,107.61,107.61,70.37,84.21,107.3,100.0,139.37,77.78,91.45,137.23,281.54,3.79,4.76,2.88,4.79,2.97,86.41,95.68,77.66,89.11,9.8,4.76,1.44,17.55,7.92,5.79,0.0,5.04,9.57,0.99
2022,Sotaquirá,Boyacá,Boyacá (ETC),1704,75.35,75.35,68.46,65.48,70.45,44.81,81.81,84.56,74.93,95.32,71.11,2.88,3.17,1.28,4.0,4.37,91.89,91.04,91.0,93.44,5.24,0.0,7.68,5.0,2.19,10.84,1.59,7.5,18.0,7.65
2022,Soracá,Boyacá,Boyacá (ETC),1398,123.18,123.18,73.45,96.27,125.05,104.02,135.77,92.92,108.98,163.27,170.09,2.49,1.9,2.22,3.26,1.47,82.86,83.96,78.99,83.82,14.65,2.86,13.82,17.75,14.71,9.12,0.0,7.68,13.22,6.86
2022,Turmequé,Boyacá,Boyacá (ETC),1147,114.91,114.91,63.64,85.02,125.44,105.32,122.23,80.68,96.2,153.65,140.96,2.0,2.82,0.88,2.46,2.64,93.08,95.83,89.51,95.47,4.92,0.0,3.29,8.03,1.89,3.92,0.0,2.63,5.74,3.02
2022,Tuta,Boyacá,Boyacá (ETC),1686,116.25,116.13,102.82,106.67,106.47,68.66,128.35,131.69,119.31,143.35,119.78,2.05,0.63,1.96,2.7,1.41,89.53,91.66,83.92,93.31,8.41,0.63,6.39,13.38,5.28,9.59,0.0,6.52,17.03,3.87
2022,Tutazá,Boyacá,Boyacá (ETC),393,84.22,84.22,28.21,76.79,81.45,62.9,90.59,46.15,88.69,105.65,93.55,1.4,0.0,1.34,1.53,1.72,91.29,93.96,85.5,94.83,7.3,0.0,4.7,12.98,3.45,6.74,0.0,1.34,16.03,1.72
2022,Viracachá,Boyacá,Boyacá (ETC),558,59.14,59.14,35.9,65.18,51.79,35.0,64.34,43.59,68.3,67.18,58.0,4.18,0.0,0.65,6.87,8.62,88.86,99.35,75.57,87.93,6.96,0.0,0.0,17.56,3.45,4.46,5.88,5.23,4.58,1.72
2022,Manizales,Caldas,Manizales,61915,78.5,78.41,67.44,74.46,70.7,49.99,87.42,82.6,83.09,95.03,84.68,3.31,3.35,2.4,4.48,2.73,86.72,90.89,79.16,90.45,9.97,0.64,6.71,16.36,6.82,7.84,1.46,7.01,11.41,4.19
2022,Anserma,Caldas,Caldas (ETC),5968,81.59,81.43,60.82,75.87,71.31,43.68,91.0,76.49,89.53,100.15,83.38,4.76,5.72,3.23,6.68,3.77,85.66,90.96,76.79,89.01,9.58,0.54,5.81,16.53,7.23,6.13,0.54,5.48,9.15,2.86
2022,Filadelfia,Caldas,Caldas (ETC),1905,68.24,68.24,44.87,65.37,62.81,38.14,72.34,60.9,75.78,77.34,58.97,6.6,4.21,3.31,11.11,6.52,85.34,91.39,76.16,85.33,8.06,1.05,5.3,12.73,8.15,8.56,0.0,8.44,10.71,7.61
2022,La Dorada,Caldas,Caldas (ETC),13431,85.37,85.35,59.39,80.34,72.88,45.45,98.73,84.26,96.9,108.46,91.07,4.32,4.34,3.53,5.61,3.32,86.63,87.53,81.79,92.05,9.05,0.0,8.94,12.6,4.62,7.08,0.37,7.52,9.11,3.76
2022,Manzanares,Caldas,Caldas (ETC),3214,78.72,78.72,64.47,71.83,73.56,46.58,90.42,78.75,82.3,100.66,96.77,6.23,4.19,2.97,8.87,9.85,91.63,94.86,88.18,88.92,2.14,0.0,2.16,2.96,1.23,4.87,0.47,6.04,5.5,2.46
2022,Neira,Caldas,Caldas (ETC),3618,91.24,91.24,71.52,84.3,79.77,55.83,99.78,96.69,97.88,106.22,93.17,3.39,3.73,3.23,3.97,2.21,92.26,92.69,90.4,93.98,4.35,0.75,4.08,5.63,3.82,4.87,0.75,6.4,5.39,1.41
2022,Risaralda,Caldas,Caldas (ETC),1810,91.38,91.38,69.8,87.1,75.17,59.34,105.08,93.29,105.59,107.45,104.92,6.01,5.76,2.49,10.94,5.24,86.39,90.45,78.45,88.76,7.6,0.72,7.07,10.61,5.99,3.23,0.72,3.66,4.54,0.37
2022,Salamina,Caldas,Caldas (ETC),3071,70.56,70.56,55.74,62.03,64.11,46.07,84.6,70.9,76.9,93.76,91.36,2.8,4.05,1.21,3.58,4.35,93.74,96.71,91.33,91.58,3.45,1.16,2.08,5.09,4.08,3.75,0.58,3.94,5.32,1.09
2022,San José,Caldas,Caldas (ETC),802,95.51,95.51,63.64,77.21,98.03,60.83,108.48,85.71,90.31,138.58,112.5,4.21,4.55,2.9,5.92,2.7,86.63,91.61,82.87,78.38,9.16,0.0,5.48,11.21,18.92,6.68,1.52,8.39,8.1,0.9
2022,Villamaría,Caldas,Caldas (ETC),10731,82.58,81.74,59.04,77.2,73.05,50.81,90.48,81.57,87.18,97.41,89.14,3.61,4.08,1.99,4.84,4.23,88.19,91.38,83.3,89.7,8.21,0.68,6.63,11.86,6.07,4.69,0.91,4.33,6.38,2.94
2022,Florencia,Caquetá,Florencia,35977,93.56,93.52,71.33,92.65,77.81,41.47,109.92,103.05,114.59,111.83,98.52,6.51,7.18,5.52,8.19,4.69,87.65,90.2,82.81,89.11,5.85,0.17,4.28,9.0,6.21,8.16,0.5,8.3,10.95,4.11
2022,Belén de los Andaquies,Caquetá,Caquetá (ETC),2907,68.8,68.8,53.4,70.78,49.43,27.72,75.16,90.29,90.96,67.88,48.12,4.53,9.14,4.21,4.66,1.79,87.35,83.65,88.92,96.88,8.12,0.0,12.14,6.41,1.34,9.24,1.08,11.66,9.88,2.68
2022,Cartagena del Chairá,Caquetá,Caquetá (ETC),8555,84.54,84.54,52.39,89.35,58.7,22.19,92.68,89.26,114.63,86.8,45.44,7.51,9.21,7.48,7.48,5.63,84.19,83.2,84.01,85.51,8.3,0.74,9.32,8.5,8.85,8.87,1.04,10.88,8.15,5.62
2022,El Doncello,Caquetá,Caquetá (ETC),4569,79.43,79.43,49.04,74.33,66.69,40.97,88.49,78.24,91.11,93.6,76.42,4.33,3.57,3.29,5.54,4.77,90.7,91.75,87.76,93.15,4.97,1.19,4.96,6.71,2.07,4.25,3.17,3.97,5.83,1.24
2022,El Paujil,Caquetá,Caquetá (ETC),4518,59.5,59.5,42.86,56.09,45.64,24.69,70.69,58.44,72.34,76.34,61.17,8.68,5.78,7.45,12.26,4.43,85.58,88.63,78.17,90.04,5.74,0.44,3.91,9.58,5.54,9.92,0.44,13.73,8.55,3.68
2022,La Montañita,Caquetá,Caquetá (ETC),3985,71.79,71.79,45.51,69.21,57.46,23.65,77.67,78.02,90.31,79.03,40.63,7.41,6.35,6.54,9.16,6.53,87.02,86.39,85.58,91.43,5.57,1.19,7.07,5.26,2.04,7.51,1.19,9.62,7.12,2.45
2022,Milán,Caquetá,Caquetá (ETC),2917,65.0,65.0,40.8,68.38,44.06,21.04,71.24,55.2,87.75,65.63,45.25,5.11,4.35,3.06,7.58,9.68,83.45,84.77,79.19,80.65,11.44,0.0,12.16,13.23,9.68,13.92,0.72,17.21,13.37,5.91
2022,Morelia,Caquetá,Caquetá (ETC),845,73.37,73.37,37.84,71.47,55.68,31.39,78.7,67.57,94.74,75.82,48.18,10.7,6.0,11.4,13.04,0.0,82.95,85.67,76.81,80.43,6.36,2.0,2.92,10.14,19.57,5.27,0.0,4.09,9.66,0.0
2022,San Vicente del Caguán,Caquetá,Caquetá (ETC),13273,90.97,90.97,55.62,92.07,71.19,32.59,99.8,92.9,115.62,99.56,60.49,6.53,7.52,5.89,7.69,4.98,87.49,88.01,84.6,90.37,5.99,0.1,6.11,7.71,4.64,5.99,0.68,7.16,6.5,1.59
2022,Popayán,Cauca,Popayán,51270,105.22,105.07,78.7,103.34,93.87,60.27,117.99,110.33,116.21,125.78,110.72,4.15,3.96,3.7,5.04,3.27,89.98,91.64,86.17,91.79,5.87,0.35,4.67,8.78,4.94,7.65,1.63,6.22,11.33,5.64
2022,Almaguer,Cauca,Cauca (ETC),3457,64.1,64.1,56.28,64.54,52.39,33.02,77.87,83.0,77.05,82.87,68.22,4.08,4.39,1.48,6.02,6.76,88.63,90.23,85.63,87.3,7.29,0.49,8.29,8.35,5.95,10.61,0.49,13.41,9.34,11.35
2022,Argelia,Cauca,Cauca (ETC),5438,102.54,102.54,84.95,114.27,70.34,25.41,118.37,161.81,142.94,107.71,63.17,4.37,6.72,3.39,5.03,5.01,90.16,91.08,86.5,92.94,5.47,0.14,5.53,8.47,2.05,4.66,0.57,5.07,5.15,6.38
2022,Balboa,Cauca,Cauca (ETC),4190,79.14,79.14,57.05,87.04,56.07,31.23,87.68,108.97,106.09,81.81,50.13,4.63,2.65,2.84,8.36,3.53,91.32,91.88,87.51,94.84,4.05,0.0,5.28,4.13,1.63,11.51,1.76,12.56,13.88,8.15
2022,Buenos Aires,Cauca,Cauca (ETC),7407,73.47,73.47,53.19,72.76,57.02,30.32,82.15,95.58,90.73,80.01,59.07,4.33,4.11,2.16,5.99,9.08,91.72,92.19,90.34,89.95,3.96,0.0,5.65,3.67,0.97,5.7,0.34,6.98,6.77,1.62
2022,Cajibío,Cauca,Cauca (ETC),8922,74.66,74.66,53.76,78.35,60.23,33.82,82.17,93.64,92.25,78.53,61.09,3.1,3.55,1.54,4.68,4.93,92.51,93.56,89.85,92.85,4.38,0.77,4.91,5.46,2.22,6.47,1.08,8.88,6.01,2.1
2022,Caldono,Cauca,Cauca (ETC),10159,91.3,91.3,55.72,90.37,74.74,38.65,100.81,99.78,110.76,101.49,73.22,3.27,4.45,1.52,4.77,5.36,84.3,85.6,79.53,84.79,12.43,1.45,12.88,15.7,9.85,11.32,1.0,13.45,12.43,7.34
2022,Caloto,Cauca,Cauca (ETC),6201,90.02,90.02,48.58,82.25,81.8,52.98,108.34,96.96,102.34,121.25,102.48,2.61,1.71,1.7,3.56,3.28,89.36,91.07,85.39,90.72,8.02,1.71,7.24,11.05,6.0,8.09,1.07,7.92,10.96,5.08
2022,Florencia,Cauca,Cauca (ETC),947,97.15,97.15,71.83,94.91,87.65,46.78,107.5,121.13,111.26,118.07,73.1,4.15,5.81,2.17,6.34,3.2,90.9,91.81,87.6,95.2,4.95,0.0,6.02,6.06,1.6,8.49,0.0,10.84,9.92,2.4
2022,Guachene,Cauca,Cauca (ETC),3846,79.85,79.85,42.01,80.66,64.2,35.84,90.09,94.1,96.79,94.42,65.86,3.4,3.32,1.22,5.94,3.68,90.33,93.7,84.05,93.33,6.27,1.11,5.08,10.01,2.99,7.33,1.48,6.64,10.9,3.22
2022,Guapi,Cauca,Cauca (ETC),7555,83.69,83.69,39.81,78.86,49.15,23.45,108.18,103.34,123.5,100.04,87.79,4.59,3.39,3.85,4.29,10.0,92.57,94.46,90.78,85.8,2.83,0.31,1.69,4.93,4.2,1.32,0.46,2.13,0.64,0.12
2022,Inzá,Cauca,Cauca (ETC),7175,90.56,90.56,71.41,88.63,76.42,38.63,100.59,108.47,103.97,106.75,74.94,3.7,2.21,0.88,6.77,6.8,87.73,92.12,80.26,85.04,8.57,0.74,7.0,12.96,8.16,9.99,1.77,10.81,12.42,6.43
2022,Jambaló,Cauca,Cauca (ETC),4455,78.77,78.77,42.39,74.14,70.01,48.07,89.0,72.08,86.99,93.77,93.94,3.46,1.41,0.79,6.29,6.2,88.96,91.53,84.3,87.4,7.57,0.7,7.67,9.4,6.4,7.49,0.0,10.48,6.76,3.71
2022,López,Cauca,Cauca (ETC),5431,90.22,90.22,44.9,89.88,52.08,15.36,105.91,87.55,134.9,98.8,49.09,4.25,5.13,3.21,6.05,3.79,87.79,87.3,87.38,89.9,7.96,3.73,9.5,6.57,6.31,7.8,4.43,8.1,8.31,6.82
2022,Mercaderes,Cauca,Cauca (ETC),4212,59.33,59.33,40.13,57.42,50.84,27.69,64.46,73.68,68.59,67.72,45.41,7.15,13.39,4.03,8.97,8.12,86.55,89.23,83.15,87.83,6.3,0.45,6.74,7.88,4.06,6.63,0.0,8.58,7.48,2.02
2022,Miranda,Cauca,Cauca (ETC),5960,93.64,93.64,74.46,92.2,83.01,50.38,105.45,105.41,105.72,111.49,93.34,3.98,4.01,3.43,4.21,4.83,86.49,89.7,82.17,84.9,9.53,0.75,6.87,13.62,10.27,6.01,0.25,6.36,7.85,3.09
2022,Morales,Cauca,Cauca (ETC),8947,74.85,74.85,45.03,75.1,61.64,30.6,83.03,81.13,91.91,85.87,55.13,5.59,4.19,2.64,8.53,11.18,85.8,89.27,79.12,82.11,8.61,0.0,8.09,12.35,6.71,9.2,0.16,8.8,12.9,7.23
2022,Padilla,Cauca,Cauca (ETC),1882,83.1,83.1,46.04,81.67,67.38,43.1,93.73,108.63,97.57,94.18,78.74,2.27,3.31,1.66,2.61,2.55,94.84,97.24,91.86,94.53,2.89,0.66,1.1,5.54,2.92,4.54,0.0,0.14,10.24,5.84
2022,Paez,Cauca,Cauca (ETC),12783,71.56,71.56,57.89,72.49,55.1,24.03,78.06,80.96,88.92,76.44,48.11,5.2,2.49,2.07,10.1,9.0,81.89,84.11,72.25,85.9,12.91,0.0,13.83,17.65,5.09,12.41,0.41,13.78,15.91,5.33
2022,Patía,Cauca,Cauca (ETC),7197,84.77,84.77,64.76,85.44,65.51,41.14,96.05,107.62,102.78,95.35,78.25,6.28,5.61,4.44,9.38,4.85,87.57,88.76,82.82,91.75,6.14,0.37,6.79,7.8,3.4,11.77,1.31,12.28,16.43,4.73
2022,Piamonte,Cauca,Cauca (ETC),2350,78.85,78.85,58.97,89.44,55.13,14.7,83.45,88.72,114.52,69.84,28.61,6.27,8.09,5.76,5.81,11.01,88.73,88.74,88.02,87.16,5.0,0.0,5.5,6.17,1.83,9.84,0.0,10.55,11.62,9.17
2022,Puerto Tejada,Cauca,Cauca (ETC),7971,106.08,106.08,79.94,99.48,91.5,51.89,118.58,125.19,120.57,125.21,97.82,3.19,2.42,1.98,4.25,4.9,90.07,93.7,85.14,87.87,6.73,1.86,4.32,10.61,7.23,3.51,0.74,2.49,5.7,2.58
2022,Puracé,Cauca,Cauca (ETC),3658,69.87,69.87,44.79,67.76,62.74,28.82,77.01,74.13,81.62,83.96,53.78,4.16,2.13,1.61,6.56,8.58,89.61,92.68,84.91,85.81,6.24,0.43,5.71,8.53,5.61,8.86,1.28,8.29,12.17,6.6
2022,Rosas,Cauca,Cauca (ETC),1827,79.31,79.31,44.29,81.19,69.23,41.18,89.11,73.57,93.08,92.95,80.0,1.84,1.94,1.04,2.13,3.43,91.79,94.64,88.65,88.84,6.36,0.97,4.32,9.22,7.73,6.04,0.97,7.28,7.43,1.29
2022,Santander de Quilichao,Cauca,Cauca (ETC),21112,96.47,96.4,71.5,96.3,81.36,46.09,110.18,102.81,112.88,113.49,100.85,3.59,3.59,2.75,4.78,3.45,88.32,90.58,83.01,89.93,8.09,0.96,6.67,12.21,6.62,7.75,0.19,8.02,10.59,3.45
2022,Silvia,Cauca,Cauca (ETC),8417,71.87,71.87,54.61,71.73,58.17,31.33,81.36,86.99,85.91,81.83,65.95,2.98,1.09,1.1,5.13,5.79,88.6,91.33,83.34,85.82,8.42,2.18,7.57,11.53,8.39,7.34,0.16,7.67,9.92,5.2
2022,Sotara,Cauca,Cauca (ETC),2502,54.68,54.68,28.06,55.91,46.24,32.1,60.39,56.63,65.23,58.24,55.46,2.08,5.41,0.92,2.02,3.86,93.15,94.47,92.73,90.13,4.77,0.9,4.61,5.25,6.01,5.1,3.6,7.83,3.64,1.29
2022,Suárez,Cauca,Cauca (ETC),7073,65.22,65.22,39.93,71.07,50.64,28.61,74.47,74.87,84.58,69.22,59.88,5.14,3.91,4.06,5.07,10.94,88.83,90.43,86.18,83.51,6.02,0.0,5.52,8.75,5.56,5.44,0.92,7.59,4.41,2.43
2022,Timbiquí,Cauca,Cauca (ETC),7601,78.15,78.15,43.37,73.6,42.3,13.49,106.54,96.97,122.59,103.65,71.43,2.41,0.74,2.02,2.75,5.32,85.48,83.12,87.17,85.29,12.11,5.5,14.86,10.08,9.39,6.74,5.2,9.62,3.28,2.97
2022,Toribio,Cauca,Cauca (ETC),8332,75.28,75.28,51.2,73.56,65.84,37.53,88.0,86.19,86.5,92.29,84.06,5.39,2.96,1.8,8.94,9.04,88.03,92.32,81.33,86.38,6.57,0.0,5.88,9.73,4.58,5.8,0.17,6.47,7.89,1.67
2022,Valledupar,Cesar,Valledupar,119020,86.67,86.33,59.98,82.85,72.67,44.88,95.99,91.61,100.63,98.0,82.42,4.06,5.33,3.6,4.71,2.99,89.2,91.44,85.33,89.11,6.74,0.68,4.97,9.95,7.9,6.2,1.36,5.76,8.64,3.84
2022,Aguachica,Cesar,Cesar (ETC),26794,82.85,82.74,61.1,82.57,67.01,39.51,91.32,90.22,98.17,91.68,74.03,4.98,5.34,5.0,5.54,2.69,85.73,87.27,79.83,91.84,9.29,0.38,7.74,14.63,5.47,9.42,1.38,10.11,12.0,3.88
2022,Agustín Codazzi,Cesar,Cesar (ETC),15858,103.44,103.29,75.47,100.06,77.9,36.86,115.97,128.49,128.9,118.13,70.9,7.28,9.97,6.67,8.1,4.4,85.35,87.32,80.39,88.58,7.37,0.06,6.01,11.51,7.01,7.36,3.79,7.59,8.72,4.63
2022,Astrea,Cesar,Cesar (ETC),5609,88.52,88.52,62.11,83.42,64.16,32.36,98.57,119.79,108.27,98.44,61.57,6.22,8.44,5.51,7.36,3.53,84.54,84.37,81.57,88.24,9.23,0.53,10.12,11.07,8.24,10.92,8.44,10.89,13.73,4.31
2022,Bosconia,Cesar,Cesar (ETC),11304,90.61,90.28,57.33,90.01,70.09,40.21,99.78,99.67,110.52,101.81,68.66,7.31,9.85,5.69,9.72,4.93,84.64,87.2,77.68,91.6,8.05,0.0,7.11,12.6,3.47,9.69,2.02,10.41,12.72,2.74
2022,Chimichagua,Cesar,Cesar (ETC),9826,92.8,92.79,65.47,86.48,68.2,37.56,105.71,125.47,113.33,104.35,78.36,7.61,6.5,5.85,9.65,9.87,86.16,86.68,83.3,86.75,6.23,1.0,7.46,7.04,3.38,7.27,3.5,8.4,7.71,4.66
2022,Chiriguaná,Cesar,Cesar (ETC),7387,100.31,100.3,58.69,97.19,76.88,38.22,113.16,112.99,126.87,115.77,70.32,9.61,7.83,8.15,12.52,7.58,81.4,85.37,73.22,82.75,8.99,0.0,6.48,14.26,9.67,8.72,0.31,7.67,13.11,5.23
2022,El Copey,Cesar,Cesar (ETC),8141,93.49,93.47,60.89,93.94,70.43,37.42,101.52,112.74,116.27,97.57,65.61,6.72,8.43,6.08,7.73,5.07,84.34,86.77,77.71,87.85,8.94,0.45,7.15,14.55,7.08,5.78,3.77,5.0,8.65,2.13
2022,El Paso,Cesar,Cesar (ETC),10750,99.58,99.55,55.85,93.44,81.45,44.42,111.8,113.78,118.4,117.83,79.48,6.18,6.85,5.51,7.29,4.86,87.84,89.7,84.1,88.42,5.98,0.57,4.79,8.61,6.72,5.93,0.91,5.82,7.92,3.73
2022,González,Cesar,Cesar (ETC),964,83.2,83.2,43.06,91.52,54.93,36.9,89.94,87.5,115.17,72.84,66.67,5.07,1.59,2.23,12.3,2.68,83.51,87.72,70.08,87.5,11.42,0.0,10.04,17.62,9.82,8.19,1.59,6.03,16.8,1.79
2022,La Jagua de Ibirico,Cesar,Cesar (ETC),13078,83.92,83.87,50.36,78.6,67.81,32.52,93.34,94.3,101.74,99.21,58.27,8.47,8.27,7.57,10.15,6.58,84.48,85.21,80.44,89.94,7.05,0.0,7.22,9.41,3.48,10.17,0.77,8.49,14.8,8.72
2022,Manaure,Cesar,Cesar (ETC),2585,97.95,97.95,65.83,83.35,81.51,50.45,115.67,105.03,108.23,123.56,122.4,6.15,9.57,5.32,6.31,6.32,86.96,92.2,80.37,87.09,6.89,0.0,2.48,13.31,6.59,11.05,3.83,10.37,14.3,8.24
2022,Pailitas,Cesar,Cesar (ETC),4823,80.39,80.36,56.42,79.24,65.24,37.18,86.27,97.86,94.34,87.18,59.51,5.46,4.23,4.1,7.06,6.65,87.06,90.42,80.84,87.65,7.48,0.65,5.49,12.1,5.7,5.27,1.63,4.34,7.36,4.99
2022,Pueblo Bello,Cesar,Cesar (ETC),9041,71.78,71.78,28.35,69.51,42.88,17.35,77.94,55.08,107.53,63.01,34.48,6.5,9.75,4.4,9.86,10.48,83.17,85.77,76.87,75.0,10.33,0.42,9.83,13.26,14.52,13.3,1.06,16.27,11.13,5.48
2022,La Paz,Cesar,Cesar (ETC),7416,97.48,97.41,59.23,98.15,77.1,44.16,108.32,111.88,119.0,109.46,76.21,10.84,10.91,11.01,9.5,14.33,84.8,86.67,82.27,79.25,4.36,0.0,2.32,8.24,6.42,3.86,0.15,3.1,6.21,3.73
2022,San Diego,Cesar,Cesar (ETC),4808,89.77,89.58,53.25,86.42,71.12,34.61,99.73,92.29,109.01,105.26,67.24,7.97,6.8,5.72,11.48,6.71,82.37,86.26,74.49,84.49,9.66,0.59,8.02,14.03,8.8,7.36,0.0,6.59,10.95,3.94
2022,San Martín,Cesar,Cesar (ETC),6781,78.54,78.43,56.36,78.67,58.68,27.2,85.98,88.18,99.15,86.02,52.2,5.25,4.48,5.42,6.24,1.8,84.88,85.11,79.21,94.06,9.87,0.0,9.47,14.55,4.14,9.68,0.0,12.04,10.8,2.52
2022,Tamalameque,Cesar,Cesar (ETC),4255,95.82,95.82,72.65,88.99,76.4,45.35,104.86,119.66,111.17,105.88,78.29,6.39,10.0,5.0,8.04,3.99,87.54,88.09,84.2,93.28,6.07,0.0,6.92,7.76,2.73,8.86,0.95,10.2,11.33,2.73
2022,Montería,Córdoba,Montería,100212,95.42,95.21,63.95,91.19,81.28,52.81,105.1,102.67,107.5,108.39,93.96,4.68,5.93,3.52,6.15,3.7,84.61,87.05,79.27,85.52,10.71,0.51,9.43,14.57,10.77,10.27,2.99,10.97,13.06,4.74
2022,Ayapel,Córdoba,Córdoba (ETC),11666,90.29,90.29,55.87,85.07,72.08,38.37,101.82,106.84,108.45,105.79,73.6,4.44,7.89,4.07,4.29,3.38,87.41,87.23,86.46,90.15,8.16,3.02,8.71,9.25,6.47,7.59,5.56,9.78,6.57,2.09
2022,Buenavista,Córdoba,Córdoba (ETC),5111,87.22,87.22,51.57,77.15,68.92,42.99,108.71,95.88,100.42,109.13,134.75,6.66,18.18,4.42,6.75,6.7,83.89,87.07,79.81,86.1,9.45,0.0,8.51,13.44,7.2,10.8,8.33,11.8,12.49,3.85
2022,Canalete,Córdoba,Córdoba (ETC),3721,104.22,104.22,64.33,99.03,82.37,50.82,113.09,92.33,123.42,118.43,86.11,2.46,0.72,1.25,4.17,2.94,88.3,89.81,83.99,89.24,9.24,0.0,8.94,11.84,7.83,10.58,0.36,12.44,12.24,4.31
2022,Cereté,Córdoba,Córdoba (ETC),20446,93.69,93.65,59.33,85.89,84.12,55.56,106.5,104.84,100.87,114.43,105.5,3.31,5.44,2.38,3.87,3.28,87.29,89.62,83.6,87.94,9.4,3.28,8.0,12.53,8.78,7.79,4.82,8.76,8.57,4.88
2022,Chimá,Córdoba,Córdoba (ETC),3460,72.57,72.57,42.96,70.09,57.7,48.91,79.94,80.74,84.27,76.48,76.21,2.93,5.5,2.02,4.2,1.54,88.35,86.7,87.61,91.65,8.72,0.92,11.28,8.19,6.81,4.12,5.5,5.13,3.76,1.54
2022,Chinú,Córdoba,Córdoba (ETC),9080,102.04,102.03,62.73,94.03,89.27,52.46,115.33,125.2,115.6,121.86,96.86,3.97,8.12,2.82,4.48,3.37,88.53,90.46,84.8,90.79,7.51,0.71,6.72,10.72,5.84,8.83,5.76,9.85,8.84,7.65
2022,Ciénaga de Oro,Córdoba,Córdoba (ETC),12168,95.69,95.69,55.69,89.33,81.41,52.22,107.4,109.76,108.93,113.64,90.19,4.06,6.79,2.33,4.98,5.18,86.57,89.74,82.05,85.13,9.37,0.47,7.93,12.97,9.69,8.02,8.11,8.46,8.51,5.45
2022,Cotorra,Córdoba,Córdoba (ETC),3707,77.34,77.34,44.0,76.47,60.22,42.77,86.27,97.0,93.28,84.6,67.96,3.21,5.94,2.07,3.89,3.43,88.23,90.57,84.54,87.19,8.56,2.1,7.36,11.57,9.38,5.16,1.75,6.14,5.78,2.75
2022,La Apartada,Córdoba,Córdoba (ETC),3471,83.75,83.75,47.57,75.85,70.5,41.0,93.6,101.39,94.96,100.0,73.53,7.9,5.54,6.29,10.67,7.2,86.19,87.35,82.98,89.87,5.9,5.88,6.36,6.35,2.93,6.48,4.84,6.95,7.67,2.4
2022,Lorica,Córdoba,Lorica,22837,101.4,101.36,66.46,93.27,89.65,62.27,113.99,105.63,110.92,122.33,109.2,4.21,5.08,3.18,5.06,4.5,89.32,90.53,86.04,91.36,6.46,0.42,6.29,8.9,4.14,5.37,0.66,6.04,6.52,3.2
2022,Momil,Córdoba,Córdoba (ETC),4140,73.24,73.24,50.62,70.86,61.88,45.3,81.4,76.54,82.78,84.16,75.0,3.02,3.52,3.98,2.33,1.83,92.14,89.45,93.29,94.51,4.85,0.0,6.56,4.39,3.66,3.53,2.64,4.61,3.76,0.61
2022,Montelíbano,Córdoba,Córdoba (ETC),20022,95.14,94.63,53.91,88.27,80.21,48.02,106.14,105.64,108.83,110.71,90.18,2.45,3.5,1.61,2.99,3.25,91.5,93.27,88.25,91.46,6.05,0.4,5.12,8.76,5.29,7.0,3.91,7.2,8.64,3.35
2022,Moñitos,Córdoba,Córdoba (ETC),7382,78.7,78.7,45.61,69.21,66.43,43.86,90.07,96.11,87.93,94.08,84.29,4.27,3.23,2.8,5.43,6.25,85.42,89.5,79.51,82.13,10.31,0.72,7.7,15.06,11.62,8.56,5.57,10.69,8.21,5.04
2022,Planeta Rica,Córdoba,Córdoba (ETC),14209,97.75,97.67,54.95,87.66,85.26,59.61,111.79,111.31,105.32,118.26,114.87,3.72,5.62,3.05,4.13,3.51,89.87,93.19,86.07,89.94,6.41,4.86,3.75,9.8,6.55,5.65,9.54,6.0,5.28,3.2
2022,Pueblo Nuevo,Córdoba,Córdoba (ETC),8089,74.93,74.93,39.82,70.4,60.59,42.72,84.42,82.22,86.27,87.24,75.29,3.26,2.4,1.56,5.6,3.22,87.81,91.08,82.26,87.74,8.93,3.33,7.37,12.14,9.05,4.67,6.47,5.47,4.35,2.11
2022,Puerto Escondido,Córdoba,Córdoba (ETC),5691,82.11,82.11,49.01,71.3,62.31,46.32,95.73,112.14,92.86,100.47,85.4,5.44,9.65,2.66,6.64,7.45,85.0,89.69,79.62,83.11,9.56,1.97,7.65,13.74,9.44,6.86,5.31,8.33,7.15,3.11
