AÑO,MUNICIPIO,DEPARTAMENTO,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2013,Chinchiná,Caldas,Caldas (ETC),10978,84.59,84.6,68.1,80.9,68.5,45.6,93.8,85.8,98.6,95.0,83.1,6.49,4.03,4.4,10.1,6.43,81.87,85.71,72.38,83.79,11.64,0.56,9.88,17.53,9.77,1.48,0.28,1.43,1.45,2.51
2013,Filadelfia,Caldas,Caldas (ETC),2465,82.52,82.5,41.1,78.3,76.1,40.0,96.5,75.3,102.5,103.7,77.6,5.57,4.24,5.29,6.77,4.13,82.04,89.23,68.78,83.06,12.39,2.42,5.48,6.16,12.81,0.74,1.82,1.06,0.28,0.0
2013,La Dorada,Caldas,Caldas (ETC),16386,84.94,84.9,51.2,80.9,69.5,39.2,102.4,76.5,114.3,105.3,79.3,6.73,6.83,5.72,8.73,5.19,79.67,83.85,70.85,77.6,13.6,0.1,10.43,20.43,3.1,0.62,0.3,0.85,0.51,0.07
2013,La Merced,Caldas,Caldas (ETC),1213,114.92,114.9,52.3,97.3,107.4,63.5,139.1,90.7,129.9,168.8,130.5,4.39,7.22,4.95,3.91,2.22,89.97,88.39,89.26,96.67,5.64,1.03,6.66,6.84,1.11,0.21,0.0,0.31,0.0,0.56
2013,Marulanda,Caldas,Caldas (ETC),843,58.01,58.0,43.4,51.5,49.8,27.1,63.1,63.2,68.1,64.5,46.6,8.08,10.42,4.47,12.5,8.06,80.83,84.15,71.59,88.71,11.09,2.08,11.38,15.91,3.23,0.19,0.0,0.41,0.0,0.0
2013,Norcasia,Caldas,Caldas (ETC),1656,89.19,89.2,67.3,86.1,74.3,25.7,98.4,80.7,106.8,113.2,54.9,5.43,8.26,3.13,8.24,4.17,75.78,79.11,66.85,80.83,4.52,0.83,3.33,6.16,15.0,0.0,0.0,0.0,0.0,0.0
2013,Pácora,Caldas,Caldas (ETC),3598,69.51,69.5,37.9,61.6,65.0,43.9,82.6,54.6,85.0,88.3,79.8,3.76,6.94,2.81,4.62,3.06,89.91,92.75,85.28,91.92,6.34,1.73,4.43,10.1,5.01,1.33,0.0,1.88,0.97,1.11
2013,Pensilvania,Caldas,Caldas (ETC),5801,68.83,68.8,45.7,62.7,60.0,32.5,82.4,55.0,84.8,90.3,76.1,4.1,2.76,3.17,5.89,3.35,87.63,87.77,84.55,90.93,8.27,1.03,9.06,9.56,5.72,0.86,0.0,1.04,1.04,0.2
2013,Risaralda,Caldas,Caldas (ETC),2245,101.56,101.6,62.6,97.8,78.5,31.0,118.5,87.9,134.2,128.9,70.8,4.34,3.45,3.43,5.99,4.44,83.49,85.14,76.56,90.0,12.17,1.15,11.42,17.45,5.56,0.51,0.0,0.24,1.04,0.56
2013,Salamina,Caldas,Caldas (ETC),4015,78.63,78.6,37.5,67.7,68.7,40.8,99.2,53.6,101.0,110.2,97.3,5.25,4.81,5.08,6.31,3.05,84.69,83.12,83.75,88.8,10.06,0.53,11.8,9.95,8.14,0.28,0.0,0.33,0.27,0.25
2013,Samaná,Caldas,Caldas (ETC),5845,71.33,71.3,55.0,68.0,56.0,26.9,82.5,67.9,94.8,84.0,56.4,4.07,2.08,3.37,5.04,5.85,88.44,88.81,85.98,88.06,7.49,0.6,7.81,8.99,6.09,1.0,0.0,1.25,1.09,0.23
2013,San José,Caldas,Caldas (ETC),1636,58.37,58.4,27.2,51.9,51.9,29.7,67.9,43.5,67.4,79.0,60.9,5.07,10.94,4.19,6.69,0.78,81.11,86.34,71.31,87.6,13.82,3.13,9.47,6.16,11.63,0.3,0.0,0.66,0.0,0.0
2013,Supía,Caldas,Caldas (ETC),5682,88.38,88.4,52.6,86.3,71.7,47.4,101.9,74.4,104.5,109.6,94.4,2.98,3.28,2.36,4.13,2.23,91.75,91.55,90.19,94.59,5.27,1.37,6.08,5.68,3.18,0.14,0.0,0.16,0.12,0.16
2013,Florencia,Caquetá,Florencia,40331,92.7,92.7,60.7,90.3,72.8,34.4,110.3,101.1,119.1,114.6,84.2,4.64,5.71,4.25,5.2,3.64,95.3,95.71,94.73,96.12,0.06,0.0,0.03,0.07,0.24,1.93,0.38,1.38,3.28,1.19
2013,Belén de los Andaquies,Caquetá,Caquetá (ETC),3464,78.7,78.7,37.0,74.8,58.0,23.9,92.1,70.1,106.9,91.5,64.6,5.18,7.34,4.2,6.74,3.88,93.63,94.05,92.79,96.12,1.19,1.38,1.75,0.47,0.0,2.42,4.13,2.72,1.86,0.86
2013,Cartagena del Chairá,Caquetá,Caquetá (ETC),9584,85.32,85.3,49.7,92.9,48.1,12.7,96.6,92.0,130.6,80.3,32.1,7.51,5.45,7.92,8.11,1.7,92.07,91.48,91.7,98.3,0.42,0.0,0.6,0.19,0.0,0.8,0.12,0.72,1.27,0.68
2013,Curillo,Caquetá,Caquetá (ETC),3195,73.93,73.9,46.2,70.8,55.7,19.5,93.2,76.7,108.7,96.2,53.9,7.2,7.58,6.04,8.7,8.18,87.07,88.54,84.02,88.05,5.73,2.84,5.42,7.29,3.77,0.4,0.47,0.47,0.35,0.0
2013,Morelia,Caquetá,Caquetá (ETC),1054,85.29,85.3,42.9,90.4,56.0,30.9,104.4,87.9,136.0,90.8,55.8,7.11,6.25,4.87,12.35,6.0,77.09,82.65,60.08,84.0,4.52,5.0,12.48,6.16,10.0,0.56,0.0,0.97,0.0,0.0
2013,Puerto Rico,Caquetá,Caquetá (ETC),9273,83.68,83.7,47.7,87.5,51.2,21.0,97.8,97.6,128.2,80.8,51.1,6.76,6.76,7.73,5.91,1.55,93.22,92.25,94.09,98.45,0.01,0.0,0.02,0.0,0.0,0.49,0.13,0.55,0.5,0.39
2013,San Vicente del Caguán,Caquetá,Caquetá (ETC),18171,79.86,79.8,48.7,84.5,51.2,16.5,93.5,85.2,125.4,82.1,35.9,10.1,6.1,10.79,10.27,8.12,88.19,88.45,86.35,87.3,1.71,0.84,0.76,3.38,4.58,0.82,0.08,0.83,1.07,0.65
2013,Solano,Caquetá,Caquetá (ETC),6306,49.35,49.4,26.8,56.2,21.7,3.9,57.4,60.2,86.7,37.6,18.4,11.33,8.54,11.88,11.54,5.33,85.52,85.34,83.05,88.0,3.16,0.0,2.79,5.41,6.67,0.57,0.3,0.54,0.85,0.0
2013,Valparaíso,Caquetá,Caquetá (ETC),3191,59.64,59.6,36.0,58.5,44.1,18.9,67.0,68.4,78.2,66.0,38.3,8.22,4.26,8.17,10.19,4.9,91.78,91.83,89.81,95.1,0.0,0.0,0.0,0.0,0.0,3.52,0.0,3.37,4.63,4.2
2013,Popayán,Cauca,Popayán,51210,102.16,102.1,63.3,96.8,85.4,55.7,120.9,101.3,123.2,125.4,115.5,3.56,3.45,2.23,5.03,4.21,95.56,97.56,93.32,94.18,0.88,0.0,0.21,1.65,1.61,2.25,0.64,1.88,3.07,2.2
2013,Almaguer,Cauca,Cauca (ETC),4871,63.31,63.3,19.8,70.8,45.2,22.3,86.2,29.5,100.0,96.4,59.7,5.92,4.2,3.35,10.95,6.42,89.26,90.05,85.89,92.18,4.82,0.84,6.6,3.16,1.4,2.05,0.0,2.49,2.21,0.0
2013,Argelia,Cauca,Cauca (ETC),6504,83.46,83.5,40.4,93.5,54.9,16.1,114.0,84.5,150.7,100.2,65.9,3.83,3.28,3.77,4.33,2.77,92.25,92.4,90.93,94.12,3.92,2.4,3.83,4.73,3.11,0.32,0.66,0.36,0.07,0.69
2013,Balboa,Cauca,Cauca (ETC),6171,68.35,68.4,35.0,73.4,49.5,22.7,91.1,59.6,100.9,92.8,78.6,3.16,0.31,3.89,3.06,1.3,93.01,90.22,95.38,97.66,3.83,0.63,5.88,1.57,1.04,1.07,1.26,0.87,1.72,0.0
2013,Cajibío,Cauca,Cauca (ETC),9308,79.87,79.9,36.2,86.6,59.2,22.1,95.4,73.2,124.9,87.2,48.0,4.82,2.58,3.88,7.03,5.54,90.17,89.65,89.62,93.04,5.01,3.95,6.47,3.36,1.43,2.0,0.52,1.69,2.43,4.29
2013,Caldono,Cauca,Cauca (ETC),8926,96.4,96.4,52.6,96.8,70.2,26.2,116.3,108.2,146.9,104.7,65.7,1.91,1.0,1.36,3.0,2.25,91.02,89.03,91.64,94.18,7.07,1.0,9.61,5.36,3.57,0.64,0.0,0.29,1.4,0.53
2013,Caloto,Cauca,Cauca (ETC),3961,85.33,86.4,90.1,82.83,70.9,65.2,97.5,144.2,103.32,101.54,75.25,2.8,1.61,2.65,3.15,3.0,92.03,90.86,91.57,95.44,5.17,1.61,6.5,5.27,1.57,0.81,0.92,0.97,0.73,0.29
2013,El Tambo,Cauca,Cauca (ETC),10314,91.43,91.4,40.5,92.0,71.2,29.0,116.2,78.1,126.5,130.4,82.4,3.9,2.96,3.49,5.2,3.19,90.78,90.82,89.02,91.37,5.31,0.9,5.68,5.78,5.44,1.99,0.39,2.42,1.92,0.68
2013,Florencia,Cauca,Cauca (ETC),1354,81.76,81.8,69.2,92.9,57.2,31.1,120.2,109.4,175.2,88.3,60.1,3.78,0.85,3.0,6.67,2.56,88.76,89.52,81.82,94.87,7.47,0.85,7.49,11.52,2.56,1.46,0.0,1.66,0.91,3.42
2013,Guachene,Cauca,Cauca (ETC),5179,72.04,72.0,31.2,69.6,55.4,32.6,100.7,75.9,102.9,101.9,105.6,1.15,0.3,1.0,1.72,0.82,93.17,91.62,92.57,97.13,5.69,0.89,7.37,5.71,2.05,2.1,0.6,0.85,4.61,1.64
2013,Guapi,Cauca,Cauca (ETC),9441,86.72,86.7,44.2,85.9,37.9,16.2,125.4,107.1,187.0,85.6,58.0,4.57,0.83,5.96,3.52,1.79,95.43,94.04,96.48,98.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Inzá,Cauca,Cauca (ETC),8532,73.59,73.6,47.6,73.2,60.6,26.8,84.1,87.7,92.7,86.2,56.8,3.7,2.09,1.72,6.83,3.84,90.84,91.6,87.54,93.03,5.46,1.13,6.68,5.63,3.13,1.45,0.32,1.94,1.25,0.85
2013,La Vega,Cauca,Cauca (ETC),10624,35.27,35.3,12.9,32.9,29.5,12.4,51.1,25.3,61.0,50.0,41.3,5.59,9.01,6.03,5.28,3.1,86.15,83.96,86.25,92.92,8.26,0.0,10.01,8.47,3.98,3.48,0.45,4.6,2.87,2.21
2013,López,Cauca,Cauca (ETC),5988,87.47,87.5,64.7,91.4,26.5,7.5,97.9,147.7,161.7,48.3,25.9,7.66,2.74,8.89,7.89,0.86,91.16,89.74,90.55,99.14,1.18,0.0,1.37,1.56,0.0,0.0,0.0,0.0,0.0,0.0
2013,Mercaderes,Cauca,Cauca (ETC),4140,77.0,77.0,45.6,80.0,58.8,26.6,116.2,93.9,136.6,124.4,59.9,2.92,0.62,3.09,3.84,1.21,89.05,89.38,84.63,93.03,8.03,1.24,7.53,11.53,5.76,0.23,0.0,0.12,0.27,0.91
2013,Miranda,Cauca,Cauca (ETC),10035,59.3,59.3,38.5,56.4,50.4,28.4,68.7,57.3,71.0,72.1,62.0,2.04,0.87,1.84,2.46,2.23,94.33,95.18,92.47,94.22,3.63,0.87,2.97,5.07,3.55,2.36,0.87,2.28,2.14,4.2
2013,Padilla,Cauca,Cauca (ETC),1890,101.38,101.4,39.4,89.2,75.2,38.8,97.5,91.9,189.3,173.1,75.25,5.02,2.04,7.34,3.61,1.34,93.99,92.24,94.08,98.66,0.98,0.0,0.41,2.31,0.0,0.0,0.0,0.0,0.0,0.0
2013,Paez,Cauca,Cauca (ETC),10017,87.44,87.4,63.3,97.0,54.6,18.7,102.3,111.7,134.7,81.0,60.4,4.36,0.87,3.14,7.09,8.56,89.2,89.61,85.21,88.59,6.44,0.65,7.25,7.7,2.85,1.2,0.43,1.6,0.84,0.48
2013,Piamonte,Cauca,Cauca (ETC),2004,92.66,92.7,68.2,118.2,39.5,14.4,104.2,117.9,165.4,64.0,40.6,2.44,3.37,2.51,1.21,4.76,81.8,79.77,89.35,91.43,4.52,0.0,3.33,9.44,3.81,0.35,0.0,0.38,0.48,0.0
2013,Santander de Quilichao,Cauca,Cauca (ETC),20527,95.96,95.9,73.0,97.0,75.6,41.8,108.3,106.4,120.1,108.4,83.2,1.94,1.35,1.83,2.4,1.43,88.22,90.04,82.86,90.46,9.84,1.87,8.14,14.74,8.11,1.11,0.13,0.8,1.85,0.94
2013,Santa Rosa,Cauca,Cauca (ETC),2729,46.76,46.8,24.5,48.6,33.4,10.6,53.9,44.1,63.7,56.8,26.9,1.15,3.0,1.09,1.55,0.96,98.27,98.77,97.12,98.08,0.58,0.0,0.14,1.33,0.96,3.03,0.0,1.09,6.42,4.81
2013,Silvia,Cauca,Cauca (ETC),8269,82.38,82.4,50.4,84.1,61.9,30.3,95.0,98.2,110.5,93.3,62.6,4.68,2.3,5.1,4.68,4.62,89.62,87.82,89.35,92.56,5.71,0.82,7.08,5.97,2.82,0.71,0.16,0.57,1.1,0.56
2013,Sotara,Cauca,Cauca (ETC),3658,49.73,49.7,20.2,48.3,41.0,16.9,59.3,48.7,68.6,62.3,37.8,6.52,1.48,6.74,7.39,5.83,89.56,88.18,88.98,92.72,3.92,1.48,5.08,3.63,1.46,1.32,0.0,1.99,0.84,0.97
2013,Timbío,Cauca,Cauca (ETC),6749,88.21,88.2,48.0,86.7,73.2,38.5,110.1,88.6,120.4,113.2,91.3,3.67,1.51,3.11,4.68,4.3,93.22,93.49,91.89,93.41,3.11,1.08,3.4,3.44,2.29,0.43,0.0,0.86,0.1,0.0
2013,Timbiquí,Cauca,Cauca (ETC),6708,101.52,101.5,53.6,101.6,38.3,13.5,118.0,122.5,182.5,74.7,47.1,5.67,0.61,6.8,5.0,2.81,92.61,90.95,94.94,97.19,1.72,2.88,2.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0
2013,Villa Rica,Cauca,Cauca (ETC),3965,79.92,79.9,25.5,72.8,68.1,40.0,115.9,69.2,121.7,109.2,137.6,6.43,0.94,5.57,8.15,7.27,88.91,89.71,86.09,90.31,4.66,2.82,4.71,5.76,2.42,1.39,0.94,1.53,1.56,0.66
2013,Valledupar,Cesar,Valledupar,107901,86.9,86.7,51.7,84.0,71.1,40.2,97.5,96.1,107.6,96.2,75.7,3.33,4.85,2.89,3.66,2.97,91.39,93.37,88.95,89.28,5.27,0.86,3.74,7.39,7.75,0.93,1.0,0.98,0.97,0.58
2013,Aguachica,Cesar,Cesar (ETC),23215,93.36,93.3,59.0,93.5,73.2,38.0,108.1,107.7,122.2,106.0,77.8,4.92,5.69,3.94,6.42,4.15,88.95,89.83,85.51,91.9,6.13,0.56,6.23,8.08,3.94,1.75,0.84,1.7,2.28,1.05
2013,Agustín Codazzi,Cesar,Cesar (ETC),14200,104.93,104.9,73.3,101.2,71.9,34.2,134.9,162.2,148.3,132.2,90.8,6.63,8.33,6.29,6.47,6.76,86.97,88.39,84.18,86.29,6.4,3.79,5.33,9.35,6.95,1.19,2.38,1.09,1.04,0.47
2013,Becerril,Cesar,Cesar (ETC),3908,131.96,131.6,70.3,132.4,85.0,35.2,155.2,160.3,203.2,131.9,81.0,6.46,8.94,6.53,5.84,5.34,89.08,87.08,90.93,93.64,4.46,0.0,6.39,3.23,1.02,0.02,0.0,0.03,0.0,0.0
2013,Chimichagua,Cesar,Cesar (ETC),9106,107.13,107.1,72.0,96.4,75.9,34.5,125.8,172.3,135.7,122.8,78.7,4.55,3.94,3.71,5.68,6.22,91.2,90.91,91.26,92.72,4.25,4.89,5.38,3.06,1.06,0.04,0.0,0.06,0.03,0.0
2013,Chiriguaná,Cesar,Cesar (ETC),5556,120.72,120.6,74.9,116.2,84.8,38.9,148.1,85.21,155.7,149.4,100.2,4.41,5.52,5.62,2.44,2.78,89.77,90.8,85.33,92.65,5.82,0.23,3.58,12.24,4.58,3.06,2.7,1.66,6.07,1.14
2013,Curumaní,Cesar,Cesar (ETC),6720,120.13,120.1,76.5,118.8,92.2,45.7,138.4,151.3,159.0,133.2,89.0,3.3,4.52,3.74,2.8,1.29,93.24,92.62,92.74,96.39,3.46,0.49,3.64,4.45,2.32,0.45,0.37,0.29,0.73,0.52
2013,El Copey,Cesar,Cesar (ETC),7323,99.54,99.5,64.2,100.9,67.5,30.9,114.4,144.0,139.1,99.8,65.2,5.56,8.07,5.86,4.93,2.21,89.21,88.91,88.87,94.9,5.23,4.39,5.23,6.2,2.89,0.88,0.0,0.99,1.22,0.17
2013,El Paso,Cesar,Cesar (ETC),6540,130.38,130.3,85.8,128.1,87.2,41.0,148.8,172.2,171.8,131.4,109.7,4.7,4.92,5.16,4.89,0.96,89.56,87.11,89.98,96.72,5.74,0.22,7.73,5.13,2.32,0.28,0.0,0.16,0.59,0.27
2013,González,Cesar,Cesar (ETC),1764,54.02,54.0,28.3,63.8,31.9,15.9,61.6,60.0,85.8,50.6,26.5,3.94,2.3,3.02,6.83,3.66,89.74,92.62,80.32,95.12,6.31,0.0,4.36,12.85,1.22,5.13,3.45,3.19,10.04,0.87
2013,La Jagua de Ibirico,Cesar,Cesar (ETC),5915,139.8,139.7,81.1,139.5,98.7,39.4,165.5,85.21,192.5,157.7,96.4,4.95,5.57,4.29,6.28,3.2,93.8,94.32,92.73,96.16,1.24,1.67,1.39,1.0,0.64,2.73,2.23,2.04,4.4,1.28
2013,Pailitas,Cesar,Cesar (ETC),4260,99.32,99.3,60.3,102.9,74.4,29.2,115.7,118.2,129.0,117.0,78.1,6.35,9.25,7.19,5.21,2.27,88.04,88.0,87.3,89.2,5.62,1.0,4.81,7.49,8.52,0.63,1.5,0.7,0.37,0.28
2013,Pueblo Bello,Cesar,Cesar (ETC),6657,80.07,80.1,42.8,79.1,40.2,15.6,95.2,110.5,130.1,68.8,55.9,6.88,9.81,7.31,5.45,2.67,89.5,89.63,88.81,94.0,3.62,2.2,3.06,5.74,3.33,0.74,0.34,1.1,0.07,0.33
2013,Río de Oro,Cesar,Cesar (ETC),3219,106.31,106.3,77.8,113.7,73.7,27.3,120.4,139.9,154.3,105.5,61.7,4.94,4.11,4.65,5.93,4.38,90.47,89.29,90.59,94.16,4.59,2.19,6.06,3.48,1.46,2.12,2.19,1.06,3.67,3.65
2013,La Paz,Cesar,Cesar (ETC),6274,101.86,101.8,74.9,107.3,69.7,31.1,119.5,158.4,137.9,115.3,58.1,5.93,7.65,5.24,7.31,2.49,92.6,92.99,90.92,97.06,1.47,0.13,1.77,1.77,0.45,0.39,0.0,0.38,0.63,0.23
2013,San Alberto,Cesar,Cesar (ETC),5736,87.85,87.8,57.1,95.5,65.6,26.5,99.7,105.7,118.9,97.2,54.4,5.32,5.45,5.83,4.58,4.73,84.57,84.3,82.8,83.69,10.1,2.1,9.88,12.62,11.58,2.08,0.21,2.7,1.79,1.42
2013,San Diego,Cesar,Cesar (ETC),3588,111.85,111.1,51.9,111.8,82.7,38.7,134.9,123.4,156.4,132.4,87.7,5.31,11.38,4.77,5.18,2.67,83.69,83.75,81.18,87.2,11.0,0.27,11.48,13.64,10.13,0.0,0.0,0.0,0.0,0.0
2013,San Martín,Cesar,Cesar (ETC),4734,102.66,102.7,58.2,108.6,75.1,26.2,113.6,116.8,143.8,104.2,57.0,5.22,5.71,4.27,7.19,3.35,83.65,87.22,73.25,89.95,11.12,1.1,8.51,19.56,6.7,0.73,0.44,1.05,0.25,0.77
2013,Tamalameque,Cesar,Cesar (ETC),3709,108.2,108.2,52.3,102.3,82.9,43.9,125.8,129.7,135.8,129.7,88.3,1.77,1.65,1.29,2.65,1.51,94.66,95.21,92.77,96.54,3.58,2.59,3.5,4.57,1.94,0.18,0.0,0.05,0.52,0.0
2013,Montería,Córdoba,Montería,97971,98.84,98.7,61.0,96.7,81.7,43.8,118.0,112.7,122.9,123.4,97.9,2.22,3.42,1.67,2.68,2.29,90.95,92.81,87.96,90.26,6.83,3.54,5.52,9.36,7.45,3.39,4.15,3.8,3.09,1.85
2013,Ayapel,Córdoba,Córdoba (ETC),13101,89.99,90.0,62.3,92.9,58.2,24.6,109.4,138.7,138.3,91.7,54.0,1.95,1.77,1.85,2.12,2.46,97.96,98.15,97.56,97.54,0.09,0.0,0.0,0.32,0.0,3.06,0.82,3.87,2.96,1.05
2013,Cereté,Córdoba,Córdoba (ETC),19964,98.13,98.0,66.7,92.8,84.2,46.4,112.5,119.0,119.0,114.9,88.4,1.48,3.05,1.26,1.36,1.43,98.52,98.74,98.64,98.57,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.2,2.72,2.37
2013,Chinú,Córdoba,Córdoba (ETC),10156,92.97,92.9,62.9,87.7,72.5,42.3,108.4,130.7,120.0,103.9,77.1,1.7,1.34,1.82,1.85,1.13,98.3,98.18,98.15,98.87,0.0,0.0,0.0,0.0,0.0,3.44,4.8,4.28,2.76,0.78
2013,Ciénaga de Oro,Córdoba,Córdoba (ETC),14891,84.69,84.7,58.1,81.7,66.7,32.6,105.6,126.8,109.1,107.5,82.1,1.78,2.46,0.97,2.63,2.02,98.21,99.01,97.37,97.91,0.01,0.0,0.02,0.0,0.07,1.19,0.95,1.25,1.2,1.18
2013,Cotorra,Córdoba,Córdoba (ETC),3257,105.93,105.9,54.4,109.2,84.5,37.6,134.9,118.9,167.1,122.9,91.7,3.04,1.62,2.18,4.42,3.77,96.96,97.82,95.58,96.23,0.0,0.0,0.0,0.0,0.0,3.99,0.0,2.23,5.47,1.01
2013,Lorica,Córdoba,Lorica,28154,93.82,93.8,47.0,87.9,81.7,47.1,121.6,91.6,117.4,142.5,106.7,3.91,2.21,3.44,4.87,3.92,95.73,96.14,94.76,95.74,0.37,0.05,0.43,0.36,0.34,4.45,2.49,3.8,6.34,2.58
2013,Montelíbano,Córdoba,Córdoba (ETC),19990,98.73,98.7,70.0,98.5,75.4,33.0,112.3,121.0,125.2,112.3,73.1,2.42,1.46,1.87,3.48,2.86,97.58,98.13,96.52,97.14,0.0,0.0,0.0,0.0,0.0,0.87,0.49,1.2,0.62,0.32
2013,Planeta Rica,Córdoba,Córdoba (ETC),16094,97.5,97.5,57.7,94.0,79.4,44.3,115.1,123.1,121.1,117.8,90.0,2.81,2.07,2.51,3.31,3.31,97.19,97.49,96.69,96.69,0.0,0.0,0.0,0.0,0.0,0.93,3.41,0.81,0.51,0.39
2013,Sahagún,Córdoba,Sahagún,20579,102.41,102.4,71.6,100.7,86.9,47.8,117.8,105.5,129.7,117.6,94.9,3.45,1.68,4.14,3.41,2.17,96.55,95.86,96.59,97.83,0.0,0.0,0.0,0.0,0.0,2.55,0.17,2.43,3.35,2.28
2013,San Antero,Córdoba,Córdoba (ETC),7274,97.36,97.4,52.4,94.4,82.1,35.8,115.1,150.5,120.8,116.8,79.3,1.5,0.32,0.62,2.96,2.01,98.5,99.38,97.04,97.99,0.0,0.0,0.0,0.0,0.0,4.31,2.16,3.7,6.27,3.13
2013,San Carlos,Córdoba,Córdoba (ETC),6515,93.75,93.7,55.5,92.0,70.3,28.7,109.8,122.0,129.5,107.5,54.3,1.48,1.6,1.01,2.33,0.92,98.52,98.99,97.67,99.08,0.0,0.0,0.0,0.0,0.0,2.75,3.63,2.08,3.27,3.68
2013,San José de Uré,Córdoba,Córdoba (ETC),2943,109.0,109.0,71.8,109.7,63.7,18.2,134.3,155.3,157.9,126.5,67.7,2.17,2.59,1.52,3.35,2.56,97.83,98.48,96.65,97.44,0.0,0.0,0.0,0.0,0.0,1.21,0.47,1.62,0.54,1.92
2013,Tierralta,Córdoba,Córdoba (ETC),26621,96.39,96.4,63.8,102.6,61.3,22.7,113.2,123.0,147.6,93.0,57.4,2.41,1.41,2.08,3.46,2.71,97.59,97.92,96.54,97.29,0.0,0.0,0.0,0.0,0.0,2.27,0.46,2.4,2.97,1.14
2013,Beltrán,Cundinamarca,Cundinamarca (ETC),476,97.06,97.1,30.6,79.6,81.3,65.1,119.8,69.4,107.3,136.1,137.4,4.86,4.0,3.5,5.85,6.17,95.14,96.5,94.15,93.83,0.0,0.0,0.0,0.0,0.0,2.43,0.0,1.0,4.26,2.47
2013,Chía,Cundinamarca,Chía,24764,93.6,92.7,48.1,84.7,84.7,58.6,102.8,83.0,99.7,113.0,99.4,2.88,2.89,2.15,3.87,2.47,97.1,97.85,96.09,97.53,0.01,0.0,0.0,0.04,0.0,1.56,1.5,0.61,2.51,1.89
2013,Facatativá,Cundinamarca,Facatativá,28503,89.5,89.4,70.8,83.3,81.4,49.7,98.1,90.2,97.9,106.8,85.1,4.08,3.36,3.34,5.0,4.3,93.96,95.85,92.27,90.97,1.96,0.0,0.81,2.73,4.73,0.9,0.13,0.74,1.38,0.47
2013,Funza,Cundinamarca,Cundinamarca (ETC),15797,106.67,106.2,69.1,98.8,104.5,64.3,115.5,96.1,109.5,132.3,105.9,1.82,1.88,1.75,1.7,2.43,98.13,98.25,98.3,97.15,0.05,0.0,0.0,0.0,0.42,1.47,0.72,1.1,1.89,2.01
2013,Fusagasugá,Cundinamarca,Fusagasugá,24805,97.41,97.3,66.6,88.1,87.7,56.8,108.9,99.3,107.3,117.9,97.9,3.63,5.09,3.18,4.14,2.58,92.36,94.13,89.08,94.8,4.01,0.0,2.69,6.78,2.62,1.04,0.28,1.41,0.99,0.36
2013,Gama,Cundinamarca,Cundinamarca (ETC),731,80.98,81.0,57.9,90.3,65.0,21.0,85.9,120.8,105.6,87.6,35.8,5.25,1.72,2.11,9.01,9.43,94.75,97.89,90.99,90.57,0.0,0.0,0.0,0.0,0.0,3.18,0.0,1.76,6.44,0.0
2013,Girardot,Cundinamarca,Girardot,19507,93.59,93.5,52.7,83.9,86.0,53.7,105.1,93.5,103.2,114.7,96.5,5.8,5.67,4.8,7.86,3.03,86.2,92.83,76.56,88.18,8.0,0.0,2.37,15.59,8.79,1.47,1.27,0.88,2.35,0.88
2013,Guachetá,Cundinamarca,Cundinamarca (ETC),2420,112.02,112.0,94.2,114.6,90.1,45.5,124.2,160.6,139.0,119.7,76.4,3.54,2.99,2.47,5.02,4.28,96.4,97.53,94.98,95.07,0.07,0.0,0.0,0.0,0.66,2.63,0.0,1.6,4.29,4.93
2013,Guayabetal,Cundinamarca,Cundinamarca (ETC),988,139.37,139.4,109.0,136.0,119.9,50.8,155.0,165.4,162.9,173.3,98.3,0.85,0.78,1.12,0.79,2.84,99.08,98.88,99.21,99.35,0.07,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
2013,La Calera,Cundinamarca,Cundinamarca (ETC),5527,133.36,130.4,86.8,124.4,118.0,68.8,139.6,130.6,147.6,146.7,110.6,2.98,4.18,2.41,3.45,2.99,96.99,97.59,96.55,96.76,0.03,0.0,0.0,0.0,0.25,2.96,0.7,1.69,5.18,2.99
